;country;Gender;Age;Marital status;Stratum Urban;HM25_1;Natur of work;Level of Wealth;Fathers level education;Parent_affiliated_with Social Security;Participation in elections;Freedom to speach out about government;Resort to nepotism;Trust in Parliment;Trust in employers;Trust in associations;Trust in political_parties;Political system;Formality
2474;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2475;TN;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2476;EG;Male;20 - 24;Never Mar;Rural;Higher;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2477;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2478;EG;Male;20 - 24;Never Mar;Urban;Primary;manual t;No;Higher;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
2479;LB;Male;25+;Never Mar;Urban;Middle;non manua;Yes;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2480;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Oui;informal
2482;TN;Male;25+;Ever Marr;Urban;Primary;manual t;No;Secondary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2483;LB;Female;20 - 24;Ever Marr;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;No;Non;Non;informal
2484;TN;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2485;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2487;EG;Male;25+;Never Mar;Rural;Higher;manual t;No;Secondary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2489;TN;Female;25+;Never Mar;Rural;Primary;manual t;No;Primary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2490;EG;Female;<= 19;Never Mar;Rural;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2491;TN;Male;25+;Never Mar;Urban;Primary;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2492;TN;Male;25+;Never Mar;Urban;Primary;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2493;TN;Male;25+;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2494;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Oui;informal
2495;LB;Male;25+;Never Mar;Urban;Primary;non manua;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2496;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;No;Oui;Not at al;Yes;Non;No;No;Oui;Non;informal
2497;DZ;Male;20 - 24;Never Mar;Urban;Higher;manual t;No;Secondary;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Oui;informal
2498;TN;Female;20 - 24;Ever Marr;Rural;Secondary;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2500;DZ;Male;25+;Ever Marr;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2502;DZ;Male;<= 19;Never Mar;Rural;Middle;non manua;Yes;Primary;Yes;Non;Completel;No;Non;No;yes;Non;Non;informal
2503;EG;Male;20 - 24;Ever Marr;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2504;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2505;LB;Female;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Higher;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2507;TN;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2509;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2511;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2512;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2513;LB;Female;25+;Never Mar;Rural;Higher;manual t;Yes;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Non;Non;informal
2514;TN;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Primary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2515;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2516;DZ;Male;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2517;DZ;Male;25+;Never Mar;Rural;Primary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2518;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2519;TN;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;No;Non;Oui;informal
2520;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
2521;LB;Female;25+;Ever Marr;Urban;Middle;manual t;No;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
2522;LB;Male;20 - 24;Never Mar;Rural;Higher;non manua;No;Higher;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2525;DZ;Male;<= 19;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2526;EG;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2527;TN;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2528;LB;Male;25+;Ever Marr;Urban;Higher;manual t;Yes;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2529;EG;Male;20 - 24;Never Mar;Rural;Higher;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Non;informal
2530;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2531;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2532;TN;Female;20 - 24;Never Mar;Urban;Secondary;manual t;Yes;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2534;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;Yes;No educati;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2535;LB;Male;20 - 24;Never Mar;Urban;Secondary;manual t;Yes;Primary;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Non;informal
2536;TN;Female;20 - 24;Never Mar;Rural;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2538;EG;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2539;EG;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2540;TN;Female;20 - 24;Never Mar;Urban;Secondary;non manua;No;Primary;No;Oui;Not at al;Yes;Non;yes;No;Oui;Oui;informal
2541;EG;Male;25+;Ever Marr;Urban;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2542;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2543;EG;Male;20 - 24;Never Mar;Urban;Primary;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2544;LB;Male;25+;Ever Marr;Urban;Secondary;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2545;DZ;Male;20 - 24;Never Mar;Urban;Middle;manual t;Yes;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2550;TN;Female;20 - 24;Ever Marr;Urban;Middle;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2551;LB;Male;20 - 24;Never Mar;Urban;Middle;manual t;Yes;Primary;No;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
2553;LB;Male;25+;Never Mar;Urban;Primary;manual t;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
2554;EG;Female;20 - 24;Ever Marr;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Non;informal
2555;LB;Female;25+;Never Mar;Urban;No educati;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2556;LB;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2557;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Non;informal
2558;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;No;Non;Not at al;Yes;Non;No;yes;Non;Non;informal
2559;LB;Male;25+;Never Mar;Urban;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
2560;EG;Male;20 - 24;Ever Marr;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2561;EG;Male;<= 19;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;No;Oui;Oui;informal
2562;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2563;TN;Male;25+;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2564;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2566;TN;Female;25+;Never Mar;Urban;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;No;Oui;Oui;informal
2567;EG;Male;<= 19;Never Mar;Urban;Middle;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2568;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2569;LB;Male;<= 19;Never Mar;Urban;No educati;non manua;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2570;TN;Male;<= 19;Never Mar;Urban;Primary;non manua;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Non;informal
2571;DZ;Male;25+;Never Mar;Urban;Primary;manual t;No;No educati;Yes;Oui;Completel;Yes;Non;No;No;Non;Non;informal
2572;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;Yes;Secondary;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
2573;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2577;LB;Male;<= 19;Never Mar;Rural;Primary;non manua;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2578;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2579;TN;Female;20 - 24;Ever Marr;Urban;Middle;non manua;No;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2580;LB;Male;25+;Never Mar;Urban;No educati;manual t;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2581;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;yes;Non;Non;informal
2583;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2584;LB;Female;20 - 24;Ever Marr;Rural;Higher;non manua;Yes;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2585;TN;Male;25+;Never Mar;Rural;Higher;manual t;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2586;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;informal
2587;TN;Female;20 - 24;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;No;Oui;Oui;informal
2588;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;Middle;No;Oui;Completel;No;Non;yes;yes;Oui;Oui;informal
2589;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2591;EG;Male;25+;Never Mar;Rural;Higher;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2592;LB;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2593;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2595;DZ;Female;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2596;EG;Female;25+;Ever Marr;Rural;Primary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2597;DZ;Female;20 - 24;Never Mar;Urban;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Non;informal
2598;TN;Male;25+;Never Mar;Urban;Secondary;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2599;LB;Male;25+;Ever Marr;Urban;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2600;LB;Male;<= 19;Never Mar;Urban;Primary;non manua;Yes;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2601;EG;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2603;DZ;Female;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2604;EG;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Middle;No;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2605;TN;Male;25+;Never Mar;Rural;Higher;manual t;No;No answer;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2606;TN;Male;25+;Ever Marr;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2607;LB;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2609;EG;Male;25+;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
2610;LB;Male;25+;Ever Marr;Urban;Secondary;manual t;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;informal
2611;DZ;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2612;DZ;Male;25+;Never Mar;Rural;Higher;manual t;No;No educati;No;Oui;Not at al;Yes;Non;No;yes;Non;Non;informal
2613;LB;Male;25+;Never Mar;Rural;Secondary;non manua;Yes;Middle;No;Oui;Not at al;Yes;Non;No;yes;Non;Non;informal
2614;EG;Female;<= 19;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2615;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2616;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
2617;EG;Male;<= 19;Never Mar;Rural;Middle;non manua;No;Secondary;No;Non;Not at al;No;Non;yes;No;Non;Oui;informal
2620;LB;Female;25+;Ever Marr;Rural;Higher;non manua;Yes;Higher;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2622;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;Middle;No;Oui;Not at al;Yes;Non;yes;No;Oui;Oui;informal
2623;EG;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Oui;Non;informal
2624;LB;Male;<= 19;Never Mar;Rural;Secondary;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2626;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Non;Completel;No;Non;No;No;Non;Non;informal
2627;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2628;LB;Male;25+;Never Mar;Rural;Secondary;non manua;Yes;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2629;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2631;TN;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Primary;Yes;Oui;Not at al;No;Non;yes;No;Oui;Oui;informal
2632;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
2633;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;Yes;Primary;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Non;informal
2635;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Secondary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2636;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2639;EG;Male;25+;Ever Marr;Rural;Higher;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2640;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2641;EG;Male;20 - 24;Ever Marr;Urban;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;informal
2644;LB;Female;25+;Ever Marr;Rural;Middle;non manua;No;Middle;No;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2645;EG;Male;25+;Ever Marr;Rural;Primary;non manua;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2646;EG;Male;20 - 24;Ever Marr;Rural;Secondary;manual t;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2648;EG;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2649;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2650;LB;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2651;TN;Female;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Non;informal
2652;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;Primary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2653;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
2654;LB;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2655;EG;Male;25+;Never Mar;Urban;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2656;EG;Female;25+;Ever Marr;Rural;Middle;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2657;TN;Female;25+;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2658;TN;Female;25+;Ever Marr;Rural;No educati;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Oui;Oui;informal
2659;TN;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2660;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;yes;No;Non;Non;informal
2662;EG;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Not at al;No;Non;No;yes;Non;Non;informal
2663;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2665;DZ;Male;<= 19;Never Mar;Rural;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2667;DZ;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2669;LB;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
2671;EG;Male;25+;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2672;TN;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;No;Non;Non;informal
2673;EG;Male;25+;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2674;EG;Female;20 - 24;Ever Marr;Rural;Higher;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;yes;Non;Oui;informal
2675;LB;Female;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Secondary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2676;LB;Male;25+;Never Mar;Urban;Primary;manual t;No;No educati;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2677;LB;Female;20 - 24;Never Mar;Rural;Higher;non manua;Yes;Higher;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2678;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2680;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2681;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2682;LB;Male;25+;Never Mar;Urban;Middle;manual t;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2683;EG;Male;25+;Never Mar;Urban;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Non;Oui;informal
2684;TN;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2685;EG;Male;20 - 24;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;yes;No;Oui;Oui;informal
2686;EG;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
2687;LB;Male;20 - 24;Never Mar;Rural;Middle;non manua;Yes;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2689;EG;Female;<= 19;Ever Marr;Rural;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2690;LB;Male;25+;Ever Marr;Urban;Middle;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2691;LB;Male;20 - 24;Never Mar;Rural;Higher;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
2692;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;No;Oui;Oui;informal
2694;LB;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2695;LB;Male;<= 19;Never Mar;Urban;Primary;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2696;TN;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2697;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2698;DZ;Male;25+;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Oui;Completel;Yes;Non;yes;yes;Oui;Oui;informal
2699;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2700;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;Secondary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2701;LB;Female;20 - 24;Never Mar;Rural;Higher;manual t;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
2702;DZ;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Non;Oui;informal
2703;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
2704;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2705;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
2706;DZ;Male;<= 19;Never Mar;Urban;Middle;manual t;Yes;Primary;Yes;Non;Completel;No;Non;No;No;Non;Non;informal
2707;LB;Male;25+;Never Mar;Urban;Middle;manual t;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2708;LB;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2709;LB;Male;25+;Never Mar;Urban;Higher;manual t;Yes;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2710;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2713;TN;Female;25+;Never Mar;Rural;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
2714;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
2715;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2716;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
