;country;Gender;Age;Marital status;Stratum Urban;HM25_1;Natur of work;Level of Wealth;Fathers level education;Parent_affiliated_with Social Security;Participation in elections;Freedom to speach out about government;Resort to nepotism;Trust in Parliment;Trust in employers;Trust in associations;Trust in political_parties;Political system;Formality
1216;TN;Male;20 - 24;Never Mar;Urban;Primary;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
636;DZ;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Primary;No;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;formal
1347;DZ;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1354;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
1865;LB;Male;20 - 24;Never Mar;Rural;Secondary;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1761;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1741;LB;Male;25+;Ever Marr;Urban;Middle;non manua;Yes;Primary;No;Oui;Not at al;Yes;Non;yes;No;Oui;Non;informal
1003;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
1075;TN;Female;25+;Never Mar;Rural;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;No;Non;Non;informal
1196;TN;Female;20 - 24;Ever Marr;Urban;Middle;manual t;No;Middle;No;Non;Not at al;No;Non;yes;yes;Non;Oui;informal
2433;LB;Male;25+;Ever Marr;Urban;Primary;non manua;Yes;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2456;TN;Male;25+;Never Mar;Rural;Higher;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2518;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
996;TN;Male;25+;Never Mar;Rural;Higher;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
162;EG;Male;25+;Never Mar;Rural;Higher;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2933;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2598;TN;Male;25+;Never Mar;Urban;Secondary;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
958;EG;Male;25+;Ever Marr;Urban;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;formal
1862;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
1628;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Non;informal
832;LB;Male;20 - 24;Never Mar;Rural;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
813;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Primary;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;formal
2818;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
508;LB;Male;20 - 24;Never Mar;Rural;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
295;DZ;Female;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
85;DZ;Male;25+;Never Mar;Urban;Higher;manual t;Yes;Primary;Yes;Oui;Not at al;Yes;Non;No;No;Oui;Oui;formal
2302;LB;Female;20 - 24;Ever Marr;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1445;EG;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Higher;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
497;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;No;Oui;Completel;No;Non;No;yes;Non;Non;formal
445;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
2511;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
201;EG;Female;25+;Ever Marr;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1188;TN;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2775;DZ;Male;25+;Never Mar;Urban;Secondary;manual t;Yes;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
446;LB;Male;25+;Ever Marr;Urban;Secondary;non manua;Yes;Middle;No;Non;Not at al;Yes;Non;yes;yes;Oui;Non;formal
1579;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Middle;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
2929;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2256;TN;Female;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
669;TN;Male;25+;Never Mar;Rural;Secondary;non manua;No;Higher;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
1488;DZ;Female;20 - 24;Never Mar;Urban;Middle;manual t;No;No educati;Yes;Oui;Completel;No;Non;yes;No;Non;Non;informal
2148;TN;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;No;Non;Non;informal
983;TN;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1819;EG;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Secondary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
43;LB;Male;<= 19;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
2490;EG;Female;<= 19;Never Mar;Rural;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2517;DZ;Male;25+;Never Mar;Rural;Primary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1114;EG;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Non;Oui;informal
1844;DZ;Male;25+;Never Mar;Rural;Secondary;manual t;No;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1293;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2243;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
759;DZ;Female;25+;Never Mar;Urban;Higher;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
826;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Non;Non;formal
465;EG;Male;25+;Ever Marr;Rural;Higher;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
1775;EG;Male;20 - 24;Never Mar;Rural;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1938;EG;Male;25+;Ever Marr;Rural;Higher;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
927;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
694;TN;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
130;DZ;Female;25+;Ever Marr;Rural;Higher;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
470;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
1912;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2969;EG;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
101;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
851;LB;Female;25+;Ever Marr;Rural;Higher;non manua;No;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
1917;LB;Male;25+;Never Mar;Urban;Higher;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
13;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Secondary;Yes;Non;Completel;Yes;Non;yes;yes;Non;Non;formal
317;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
1222;LB;Male;<= 19;Never Mar;Rural;Middle;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1372;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1669;TN;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2777;DZ;Male;25+;Never Mar;Rural;Primary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2776;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;No;Non;Not at al;Yes;Non;No;yes;Non;Oui;informal
2686;EG;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
1840;EG;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Secondary;No;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;informal
2541;EG;Male;25+;Ever Marr;Urban;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1984;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
959;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Primary;Yes;Non;Not at al;Yes;Non;No;yes;Non;Non;formal
1008;EG;Male;20 - 24;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;No;Non;Non;informal
555;EG;Male;25+;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
2103;EG;Male;25+;Ever Marr;Rural;Higher;non manua;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
378;EG;Female;25+;Ever Marr;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Oui;formal
576;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Non;formal
1555;DZ;Male;20 - 24;Never Mar;Urban;Higher;manual t;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1157;DZ;Male;25+;Never Mar;Rural;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Oui;Oui;informal
2784;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2102;LB;Male;25+;Never Mar;Rural;Secondary;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2106;DZ;Male;25+;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2473;TN;Female;<= 19;Never Mar;Rural;Middle;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
401;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
2825;TN;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
1509;EG;Female;20 - 24;Never Mar;Urban;No educati;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1922;EG;Female;25+;Ever Marr;Rural;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
615;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;Middle;Yes;Non;Completel;No;Non;No;No;Non;Non;formal
1413;TN;Male;<= 19;Never Mar;Urban;Middle;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2653;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
1088;DZ;Female;25+;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Non;Completel;No;Non;No;No;Non;Non;informal
2094;DZ;Male;25+;Never Mar;Rural;Primary;manual t;No;Primary;Yes;Oui;Completel;No;Non;No;No;Non;Non;informal
1149;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1261;TN;Male;<= 19;Never Mar;Rural;Middle;non manua;No;Middle;No;Non;Not at al;Yes;Non;No;yes;Non;Oui;informal
2646;EG;Male;20 - 24;Ever Marr;Rural;Secondary;manual t;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1135;DZ;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1973;TN;Male;<= 19;Never Mar;Rural;Primary;non manua;No;Middle;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
173;DZ;Female;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;formal
650;DZ;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;No;Oui;Completel;Yes;Non;yes;yes;Non;Non;formal
1709;DZ;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Non;Completel;Yes;Non;No;No;Non;Non;informal
791;LB;Male;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1395;TN;Female;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;No;Non;yes;No;Oui;Non;informal
1011;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
544;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
627;LB;Male;20 - 24;Ever Marr;Urban;Secondary;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;formal
1317;LB;Female;<= 19;Never Mar;Urban;Middle;non manua;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1290;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
573;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Oui;Completel;Yes;Non;No;No;Non;Oui;formal
716;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
2553;LB;Male;25+;Never Mar;Urban;Primary;manual t;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
1956;LB;Female;25+;Ever Marr;Rural;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1154;EG;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2294;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1326;EG;Male;20 - 24;Ever Marr;Rural;Middle;manual t;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2780;DZ;Male;25+;Never Mar;Rural;Middle;non manua;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
132;LB;Male;<= 19;Never Mar;Urban;Primary;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;formal
838;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2740;TN;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2343;EG;Female;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1242;LB;Male;25+;Ever Marr;Urban;Middle;manual t;Yes;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2134;EG;Female;<= 19;Never Mar;Rural;Middle;manual t;No;Secondary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
932;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;formal
135;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;formal
740;EG;Female;25+;Ever Marr;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;formal
2709;LB;Male;25+;Never Mar;Urban;Higher;manual t;Yes;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2663;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2911;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
718;LB;Male;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;No;Oui;Oui;formal
415;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Oui;formal
299;DZ;Female;25+;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Oui;Completel;Yes;Non;No;No;Non;Non;formal
53;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;No;Non;Not at al;Yes;Non;No;No;Non;Non;formal
1128;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
987;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
872;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Completel;Yes;Non;No;No;Non;Non;formal
1403;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1299;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
4;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;No;Non;Not at al;No;Non;No;No;Non;Non;formal
1873;TN;Female;25+;Ever Marr;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1236;LB;Male;20 - 24;Never Mar;Rural;Higher;manual t;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
940;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
765;LB;Male;25+;Never Mar;Urban;Secondary;manual t;No;Middle;No;Oui;Not at al;Yes;Non;yes;No;Non;Non;formal
2016;DZ;Female;<= 19;Never Mar;Rural;Secondary;manual t;Yes;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1324;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
643;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Non;formal
57;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
962;TN;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Non;formal
2353;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;Yes;Non;No;yes;Non;Non;informal
2150;LB;Female;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
936;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;No;No;Oui;Oui;formal
1286;DZ;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Primary;Yes;Non;Completel;No;Non;No;No;Non;Non;informal
1346;EG;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
2260;EG;Male;25+;Never Mar;Rural;Primary;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;No;Oui;Oui;informal
1107;DZ;Female;25+;Never Mar;Rural;No educati;manual t;No;No educati;Yes;Oui;Completel;No;Non;No;yes;Oui;Oui;informal
449;EG;Male;20 - 24;Ever Marr;Rural;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
24;DZ;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;No;yes;Non;Non;formal
769;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
42;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2806;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
586;TN;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
1042;EG;Male;25+;Ever Marr;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2172;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2240;LB;Male;25+;Never Mar;Urban;Middle;non manua;Yes;Primary;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
602;TN;Female;25+;Ever Marr;Urban;Middle;manual t;No;No educati;Yes;Non;Completel;No;Non;No;No;Non;Non;formal
2006;TN;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2910;LB;Female;25+;Ever Marr;Rural;Middle;manual t;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Non;Non;informal
274;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;formal
884;LB;Male;25+;Ever Marr;Urban;Secondary;manual t;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1631;EG;Male;25+;Never Mar;Urban;Primary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
174;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
1983;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
708;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;No;Non;Non;formal
2847;EG;Male;25+;Ever Marr;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1553;LB;Female;25+;Never Mar;Rural;Higher;manual t;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
638;LB;Male;25+;Never Mar;Rural;Secondary;manual t;No;Secondary;No;Non;Not at al;No;Non;No;No;Non;Non;formal
2070;DZ;Male;25+;Never Mar;Urban;Primary;manual t;No;Middle;Yes;Non;Completel;Yes;Non;No;No;Non;Non;informal
2141;TN;Male;25+;Never Mar;Urban;Secondary;manual t;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2468;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;informal
144;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;No;Oui;Not at al;No;Non;yes;yes;Oui;Non;formal
2960;LB;Male;25+;Never Mar;Urban;Middle;non manua;Yes;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2388;TN;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1117;LB;Male;25+;Never Mar;Rural;Middle;manual t;No;Middle;No;Non;Not at al;Yes;Non;No;yes;Oui;Oui;informal
215;LB;Male;25+;Ever Marr;Rural;Middle;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;formal
1314;EG;Male;25+;Ever Marr;Urban;Primary;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
1130;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
786;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
681;EG;Male;25+;Never Mar;Rural;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;No;Non;Non;formal
205;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
338;LB;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;No;No;Oui;Non;formal
1214;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2796;TN;Male;25+;Never Mar;Urban;Higher;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2849;TN;Male;<= 19;Never Mar;Urban;Middle;manual t;No;Primary;No;Oui;Not at al;Yes;Non;No;No;Non;Oui;informal
1228;LB;Male;25+;Ever Marr;Urban;Middle;non manua;No;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Non;Non;informal
